Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Vehicle Type,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_with_microwave,Cooking_with_oven,Cooking_with_grill,Cooking_with_airfryer,Cooking_with_stove,Do You Recyle_Plastic,Do You Recyle_Paper,Do You Recyle_Metal,Do You Recyle_Glass,Carbon Footprint (kg/month)
underweight,male,vegan,twice a day,electricity,walk/bicycle,never,378,very frequently,2976,None,medium,3,1,9,5,Yes,1,1,0,1,0,1,0,1,1,2645.24
overweight,female,pescatarian,daily,wood,walk/bicycle,never,256,never,737,electric,extra large,10,2,10,0,No,1,1,0,1,0,1,0,0,1,901.94
underweight,female,vegan,twice a day,coal,private,never,78,never,4062,hybrid,large,10,7,5,5,Yes,1,1,0,0,1,0,0,0,0,3480.77
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,sometimes,422,never,1223,electric,extra large,9,2,5,12,No,0,1,1,1,1,1,1,0,0,1270.8
normal,male,vegetarian,more frequently,electricity,private,often,312,frequently,2362,petrol,extra large,5,2,2,1,Yes,1,0,0,0,1,0,1,0,0,2101.93
overweight,male,pescatarian,twice a day,coal,private,sometimes,144,rarely,4501,petrol,large,8,12,4,11,Yes,0,0,1,1,0,1,1,1,0,3818.97
underweight,male,pescatarian,twice a day,electricity,walk/bicycle,never,231,never,677,lpg,extra large,1,10,4,1,No,1,0,1,1,1,0,1,1,0,729.5
underweight,female,pescatarian,daily,natural gas,walk/bicycle,often,60,very frequently,2334,electric,large,1,10,6,2,Sometimes,1,0,0,0,0,0,0,1,1,1998.42
normal,female,pescatarian,more frequently,wood,walk/bicycle,often,91,very frequently,4019,diesel,medium,0,3,6,6,Sometimes,0,0,0,0,1,1,1,1,1,3327.22
overweight,male,omnivore,more frequently,coal,walk/bicycle,never,310,frequently,2928,None,extra large,7,10,7,7,Yes,1,1,1,1,1,0,1,0,0,2633.94
overweight,female,omnivore,more frequently,natural gas,public,never,480,very frequently,365,diesel,small,6,6,4,6,Sometimes,0,1,0,1,1,0,1,1,1,621.04
normal,male,vegan,less frequently,natural gas,private,sometimes,51,very frequently,4645,None,medium,4,1,4,0,Sometimes,0,0,0,0,1,0,1,1,1,3820.53
overweight,male,vegetarian,less frequently,coal,walk/bicycle,often,92,never,1014,None,large,5,7,4,7,Sometimes,0,0,1,1,1,0,0,0,0,981.49
overweight,female,vegetarian,daily,electricity,public,often,53,never,2015,diesel,medium,10,2,3,5,Yes,1,1,0,0,1,0,0,1,0,1812.26
underweight,male,vegan,twice a day,wood,walk/bicycle,sometimes,386,very frequently,1788,hybrid,small,1,0,5,6,No,1,0,1,0,0,0,0,0,0,1648.61
overweight,female,vegan,less frequently,natural gas,public,never,424,never,304,None,medium,7,8,9,5,Yes,1,0,1,1,0,0,0,1,1,577.03
overweight,male,vegan,more frequently,electricity,private,often,144,very frequently,2777,diesel,large,10,10,6,9,Sometimes,1,0,0,0,0,0,1,1,1,2504.2
normal,female,omnivore,twice a day,coal,walk/bicycle,sometimes,496,very frequently,410,None,large,5,1,2,1,Sometimes,0,0,0,0,0,0,1,0,0,596.84
normal,male,vegan,twice a day,coal,public,often,108,never,4630,hybrid,large,4,4,10,9,Yes,1,1,0,0,1,1,0,0,0,3848.15
obese,female,vegetarian,twice a day,wood,public,sometimes,79,frequently,339,diesel,large,8,2,1,8,Sometimes,0,0,1,0,1,1,0,0,1,452.47
underweight,male,vegan,daily,coal,private,often,435,never,4084,None,small,10,8,2,2,Yes,1,1,0,1,0,1,1,0,1,3601.92
overweight,male,pescatarian,less frequently,wood,walk/bicycle,never,137,frequently,592,lpg,medium,0,1,6,4,Sometimes,1,0,0,0,1,0,1,0,1,596.7
overweight,female,vegetarian,less frequently,coal,walk/bicycle,never,379,rarely,3725,electric,extra large,10,4,1,5,No,0,1,0,1,0,1,0,1,1,3291.02
obese,male,vegetarian,twice a day,coal,private,often,269,very frequently,103,hybrid,small,0,10,1,7,Sometimes,1,0,0,0,0,1,1,0,0,231.95
overweight,female,vegetarian,daily,natural gas,private,often,177,rarely,4076,petrol,medium,0,4,5,10,Yes,1,1,0,1,0,1,1,0,0,3429.47
underweight,female,omnivore,daily,electricity,private,often,220,very frequently,2749,hybrid,extra large,9,3,8,2,Yes,0,0,0,0,1,1,0,1,1,2460.88
obese,male,omnivore,less frequently,natural gas,public,sometimes,401,never,251,electric,large,5,3,2,7,Sometimes,0,1,0,0,0,0,1,1,1,460.31
underweight,male,vegetarian,less frequently,wood,public,never,274,rarely,2731,hybrid,medium,8,9,3,1,Yes,1,1,1,0,1,0,1,0,1,2436.11
obese,male,pescatarian,daily,natural gas,private,sometimes,323,rarely,2072,None,medium,7,6,4,12,Sometimes,1,1,0,1,1,0,0,0,0,1919.87
obese,male,vegetarian,more frequently,coal,walk/bicycle,never,457,very frequently,1212,None,extra large,5,12,10,2,No,0,0,1,1,1,0,0,0,1,1276.86
normal,female,omnivore,daily,coal,public,never,214,very frequently,3047,hybrid,large,8,11,8,3,Sometimes,0,1,0,0,1,0,1,1,0,2680.1
underweight,male,pescatarian,more frequently,electricity,private,sometimes,207,frequently,1531,electric,large,0,2,6,9,Sometimes,1,1,0,1,1,0,0,1,0,1376.15
overweight,male,vegetarian,less frequently,wood,public,never,246,frequently,3577,diesel,large,5,5,0,1,No,1,1,0,1,0,1,1,1,0,3018.35
overweight,male,omnivore,daily,coal,public,never,364,never,4563,None,medium,3,6,4,1,No,1,1,0,1,0,1,1,0,1,3866.72
underweight,female,pescatarian,daily,electricity,private,often,456,rarely,757,None,large,7,10,4,9,No,0,1,1,0,1,0,0,1,0,877.91
overweight,male,vegan,daily,electricity,walk/bicycle,sometimes,79,rarely,3489,electric,small,1,12,7,0,Sometimes,0,1,0,0,1,1,1,1,0,2922.98
overweight,female,vegan,daily,coal,walk/bicycle,sometimes,245,frequently,4886,lpg,medium,9,11,4,0,Sometimes,0,0,1,0,0,0,1,1,1,4199.29
underweight,male,vegetarian,twice a day,coal,public,never,218,never,914,diesel,large,6,1,10,11,No,0,0,0,1,0,1,0,0,1,950.0
obese,female,vegan,twice a day,wood,walk/bicycle,sometimes,356,rarely,3563,None,extra large,9,10,5,8,Sometimes,0,1,1,0,0,0,1,0,0,3142.66
underweight,male,omnivore,less frequently,electricity,walk/bicycle,never,393,very frequently,4352,hybrid,small,1,12,2,2,Sometimes,0,0,0,1,1,1,0,0,1,3723.9
obese,male,pescatarian,less frequently,electricity,private,never,116,very frequently,2180,None,extra large,9,7,3,0,Sometimes,0,1,0,1,0,1,1,1,0,1931.57
overweight,female,vegetarian,daily,electricity,private,sometimes,448,very frequently,184,None,extra large,3,5,1,9,Sometimes,1,1,1,0,1,0,0,1,0,400.16
overweight,male,pescatarian,twice a day,wood,private,never,233,rarely,1173,None,medium,8,7,5,7,Sometimes,0,1,0,1,1,0,1,1,0,1218.79
overweight,male,pescatarian,less frequently,electricity,walk/bicycle,often,287,never,2795,electric,small,10,3,8,8,No,0,1,1,0,0,1,0,1,1,2534.39
normal,male,pescatarian,more frequently,natural gas,walk/bicycle,sometimes,498,frequently,1414,lpg,medium,7,7,6,11,No,1,1,1,1,1,1,0,1,0,1466.78
obese,female,omnivore,twice a day,natural gas,private,sometimes,251,frequently,276,lpg,large,8,9,6,11,Yes,0,1,1,1,0,0,1,0,1,466.49
normal,male,vegetarian,twice a day,electricity,walk/bicycle,never,158,frequently,3642,petrol,small,1,5,4,1,Sometimes,1,0,1,0,0,0,1,1,1,3050.78
normal,female,vegan,twice a day,natural gas,private,sometimes,267,very frequently,3848,lpg,large,4,7,9,10,Sometimes,1,0,0,1,1,1,1,0,0,3331.14
underweight,female,pescatarian,daily,natural gas,public,sometimes,488,rarely,4215,petrol,medium,3,2,6,3,No,0,1,1,0,0,0,0,1,0,3593.61
normal,female,pescatarian,more frequently,wood,public,often,125,rarely,4680,lpg,medium,10,4,0,8,Yes,1,0,1,1,0,0,0,1,0,3987.84
underweight,male,pescatarian,daily,electricity,walk/bicycle,often,370,frequently,250,electric,small,7,0,9,11,Sometimes,0,0,1,0,1,1,1,0,0,495.71
underweight,female,omnivore,less frequently,wood,walk/bicycle,sometimes,51,frequently,114,hybrid,large,1,12,1,2,Sometimes,1,0,1,1,0,1,0,0,0,190.4
normal,female,vegan,more frequently,electricity,walk/bicycle,never,60,rarely,944,diesel,extra large,2,5,6,10,No,1,0,1,0,1,1,0,1,1,874.81
obese,male,pescatarian,daily,coal,walk/bicycle,often,125,frequently,3656,lpg,medium,3,12,6,10,No,1,1,1,0,1,1,1,1,1,3097.0
obese,female,omnivore,twice a day,natural gas,public,often,141,rarely,4720,lpg,extra large,6,4,1,11,Sometimes,0,1,0,0,0,0,1,0,0,3969.14
obese,female,omnivore,more frequently,wood,private,often,146,very frequently,3819,petrol,large,1,5,2,6,No,1,0,1,0,0,0,0,0,0,3205.96
obese,male,pescatarian,twice a day,wood,public,never,219,frequently,1808,hybrid,large,7,2,2,6,Yes,1,1,1,0,0,0,0,1,1,1678.57
obese,male,pescatarian,less frequently,coal,private,sometimes,308,frequently,259,electric,large,5,10,9,4,No,0,0,0,1,0,1,1,1,0,473.27
normal,female,omnivore,more frequently,coal,walk/bicycle,sometimes,346,rarely,3727,electric,small,6,10,2,4,No,0,1,0,0,0,1,1,1,1,3246.01
normal,male,omnivore,less frequently,natural gas,private,often,354,never,1519,hybrid,large,3,12,6,5,Sometimes,1,0,0,0,0,1,1,0,0,1482.63
overweight,male,pescatarian,less frequently,natural gas,private,sometimes,132,frequently,4707,electric,small,0,4,4,0,Yes,0,1,1,0,1,1,1,0,1,3931.55
obese,male,omnivore,less frequently,electricity,private,often,131,never,3226,diesel,medium,1,11,9,11,Sometimes,0,1,1,0,1,0,1,0,0,2742.6
normal,female,omnivore,more frequently,electricity,private,often,342,never,3077,None,large,9,7,0,12,Sometimes,1,1,1,0,1,0,0,0,1,2766.44
overweight,female,pescatarian,less frequently,coal,public,never,397,frequently,615,electric,small,5,5,3,8,No,0,1,1,0,0,0,0,0,1,726.95
obese,male,pescatarian,daily,natural gas,walk/bicycle,never,272,frequently,3592,diesel,extra large,0,3,8,1,Yes,1,0,0,1,1,1,1,1,0,3047.67
underweight,female,vegetarian,daily,natural gas,walk/bicycle,often,312,never,4921,lpg,small,9,1,8,9,Yes,1,0,1,0,1,1,0,1,1,4210.54
overweight,male,vegan,less frequently,coal,private,never,416,never,763,electric,extra large,6,0,7,3,Yes,0,1,1,1,1,1,0,1,0,909.13
normal,male,pescatarian,twice a day,coal,walk/bicycle,never,87,frequently,1445,None,extra large,7,2,6,3,Yes,1,0,0,1,0,1,1,0,1,1321.23
underweight,male,pescatarian,less frequently,wood,public,never,491,rarely,1324,electric,small,7,0,6,1,No,0,0,1,1,0,1,0,0,1,1390.51
underweight,male,pescatarian,less frequently,coal,private,sometimes,182,frequently,2417,diesel,small,1,6,5,0,Sometimes,1,0,1,1,1,1,0,1,0,2094.01
underweight,male,vegan,twice a day,wood,walk/bicycle,sometimes,110,very frequently,924,lpg,small,10,2,7,1,No,0,0,1,1,0,0,1,0,0,942.69
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,never,132,very frequently,1755,None,extra large,3,7,10,3,Sometimes,0,1,0,0,0,1,1,1,1,1632.45
normal,female,omnivore,more frequently,coal,private,sometimes,254,rarely,1173,lpg,small,8,11,2,3,No,1,0,1,1,1,0,0,0,0,1198.28
underweight,female,vegan,less frequently,coal,public,often,472,never,4735,petrol,small,5,1,9,7,No,0,0,1,1,1,1,0,0,1,4093.9
obese,female,pescatarian,daily,coal,private,often,77,never,1552,lpg,large,6,6,6,0,No,1,1,1,0,0,1,0,0,0,1438.55
underweight,male,pescatarian,daily,wood,private,never,234,never,1614,None,extra large,4,0,9,0,Sometimes,0,1,1,1,1,1,1,1,1,1510.57
underweight,male,vegetarian,daily,coal,walk/bicycle,never,179,very frequently,159,hybrid,small,10,12,2,10,Yes,0,0,0,1,1,1,0,0,1,403.39
overweight,female,vegetarian,less frequently,coal,walk/bicycle,sometimes,119,frequently,1179,petrol,extra large,8,3,9,3,No,0,0,0,1,1,1,0,1,1,1145.0
overweight,female,vegetarian,daily,natural gas,private,never,256,rarely,394,None,extra large,3,9,0,2,Sometimes,0,0,1,0,0,1,1,1,0,505.26
normal,male,omnivore,daily,natural gas,private,never,205,frequently,4939,lpg,medium,6,10,9,6,Sometimes,1,0,0,0,1,0,0,0,1,4202.38
obese,male,vegan,more frequently,natural gas,walk/bicycle,often,86,never,1906,None,medium,7,7,9,2,Yes,1,0,1,1,0,1,0,0,0,1760.84
overweight,male,vegan,less frequently,coal,private,often,266,frequently,2418,diesel,small,5,7,4,10,No,1,0,0,0,1,1,1,1,1,2157.87
underweight,female,vegetarian,more frequently,natural gas,public,sometimes,425,rarely,1779,None,extra large,0,2,5,11,No,0,1,1,1,1,0,1,1,1,1674.64
normal,male,omnivore,twice a day,electricity,private,sometimes,145,very frequently,2712,hybrid,medium,5,1,7,11,Sometimes,0,0,0,1,0,0,1,1,0,2360.24
underweight,male,vegan,more frequently,natural gas,public,sometimes,298,frequently,323,petrol,medium,6,7,8,11,Sometimes,0,1,0,0,1,0,1,0,0,522.39
underweight,female,pescatarian,less frequently,coal,private,never,232,frequently,1682,electric,medium,3,10,10,7,Yes,1,1,1,0,1,1,1,0,1,1569.21
overweight,female,pescatarian,daily,natural gas,private,never,150,rarely,4607,None,extra large,10,2,6,0,No,1,1,1,0,1,1,1,0,1,3900.16
normal,female,pescatarian,less frequently,natural gas,private,never,277,rarely,4380,diesel,extra large,0,7,1,2,No,1,1,1,0,0,0,1,1,0,3635.2
obese,male,vegan,more frequently,natural gas,walk/bicycle,never,387,never,1845,hybrid,extra large,6,7,9,11,Sometimes,1,0,0,1,1,1,0,1,0,1799.11
obese,male,vegetarian,less frequently,electricity,walk/bicycle,often,434,rarely,2632,diesel,extra large,2,4,5,2,Sometimes,0,0,1,0,0,1,1,1,1,2348.26
overweight,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,52,very frequently,4777,None,medium,5,10,1,8,Yes,1,0,1,0,0,1,0,0,1,3968.64
overweight,male,vegetarian,more frequently,wood,walk/bicycle,sometimes,120,never,2493,petrol,large,5,8,10,7,No,0,0,0,0,0,1,0,0,1,2220.44
normal,male,omnivore,more frequently,coal,walk/bicycle,often,146,frequently,4116,hybrid,small,2,6,10,6,Sometimes,0,1,1,1,1,0,0,1,0,3430.96
obese,male,pescatarian,twice a day,electricity,walk/bicycle,often,134,never,4360,petrol,small,1,9,0,7,No,1,1,1,1,1,1,1,1,1,3626.06
obese,female,omnivore,twice a day,electricity,private,never,447,frequently,1839,petrol,large,4,6,8,6,Sometimes,0,1,1,0,0,1,0,1,1,1753.57
obese,female,vegetarian,more frequently,electricity,public,sometimes,288,rarely,2388,lpg,large,9,9,3,4,Sometimes,0,1,1,1,1,1,0,0,1,2201.15
underweight,male,vegan,less frequently,coal,walk/bicycle,sometimes,225,never,3268,diesel,extra large,2,4,10,0,Sometimes,0,1,0,1,1,1,1,1,1,2821.73
obese,male,vegetarian,more frequently,wood,walk/bicycle,often,342,very frequently,3204,lpg,small,2,3,1,6,Yes,0,1,0,0,1,1,0,0,0,2767.59
underweight,male,pescatarian,daily,coal,private,sometimes,180,never,2887,lpg,medium,7,3,10,5,Yes,1,1,0,0,1,1,1,0,0,2528.7
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,often,226,very frequently,4366,diesel,large,9,5,3,3,Yes,0,1,0,1,1,0,1,0,1,3764.12
underweight,female,vegetarian,daily,wood,private,sometimes,150,never,588,hybrid,extra large,3,2,6,5,Yes,1,0,1,0,0,0,1,1,0,659.11
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,often,489,rarely,4474,diesel,medium,4,1,5,9,No,0,0,1,1,1,0,0,1,1,3887.42
obese,male,pescatarian,daily,electricity,public,never,266,frequently,942,electric,large,7,0,3,7,Sometimes,1,0,1,0,0,0,1,1,0,963.64
obese,male,omnivore,more frequently,coal,walk/bicycle,sometimes,237,never,1567,hybrid,extra large,0,8,4,3,Sometimes,1,0,0,1,1,0,1,1,1,1403.26
normal,female,vegan,more frequently,natural gas,walk/bicycle,never,295,frequently,3107,lpg,medium,6,6,8,7,Yes,0,0,1,0,0,0,0,0,0,2763.91
overweight,male,vegetarian,more frequently,wood,private,often,402,frequently,1712,petrol,large,4,2,4,7,Sometimes,1,0,0,1,1,0,1,0,1,1610.71
normal,female,omnivore,daily,natural gas,walk/bicycle,sometimes,318,frequently,406,petrol,large,1,3,9,12,Yes,0,1,0,1,0,0,1,0,0,582.81
overweight,male,pescatarian,daily,natural gas,private,sometimes,432,never,4001,lpg,extra large,1,2,7,8,Sometimes,0,1,1,0,1,0,1,1,0,3447.65
underweight,female,omnivore,daily,electricity,public,never,230,frequently,854,hybrid,extra large,7,3,4,3,Yes,0,1,0,0,0,0,1,0,1,939.7
underweight,male,vegan,more frequently,natural gas,walk/bicycle,never,355,never,3307,None,large,9,4,2,2,No,0,1,1,0,0,0,0,0,1,2903.99
underweight,male,vegetarian,more frequently,natural gas,private,often,452,very frequently,1690,electric,medium,3,4,8,11,No,0,0,0,1,0,0,0,1,0,1630.11
obese,female,vegan,more frequently,electricity,public,never,203,frequently,414,hybrid,large,1,4,10,1,No,0,0,0,0,1,0,1,0,1,465.34
underweight,female,vegan,daily,wood,public,sometimes,230,very frequently,4164,diesel,small,9,1,3,4,Yes,0,0,1,0,0,0,0,1,0,3538.85
overweight,male,omnivore,daily,electricity,private,sometimes,106,frequently,3216,electric,small,9,5,10,0,Sometimes,1,0,0,0,1,0,0,1,0,2827.06
underweight,male,omnivore,less frequently,natural gas,private,sometimes,471,never,1066,diesel,extra large,10,11,8,7,Sometimes,1,0,1,0,0,1,1,1,0,1237.57
normal,female,vegan,twice a day,coal,walk/bicycle,sometimes,442,never,3526,hybrid,medium,7,3,0,11,Yes,0,0,0,1,0,1,1,0,0,3090.62
normal,female,pescatarian,more frequently,electricity,public,never,95,very frequently,1790,lpg,large,5,9,8,7,Yes,1,0,1,1,1,1,0,1,1,1631.29
obese,male,vegetarian,daily,electricity,public,never,399,very frequently,193,lpg,large,8,12,0,6,Sometimes,0,0,1,1,1,0,0,1,1,432.63
normal,male,pescatarian,twice a day,natural gas,private,often,135,rarely,798,diesel,small,4,9,7,10,No,0,1,1,1,0,1,1,0,0,840.37
overweight,female,pescatarian,daily,coal,public,never,284,rarely,3778,electric,medium,0,2,1,5,Yes,1,1,0,0,1,1,0,1,1,3151.05
underweight,female,vegetarian,daily,wood,private,often,437,rarely,392,diesel,extra large,2,12,3,3,No,0,1,1,1,1,1,0,0,1,574.71
obese,female,omnivore,more frequently,coal,walk/bicycle,never,430,frequently,1632,electric,small,4,3,5,3,Yes,0,0,0,0,0,1,0,0,0,1574.54
underweight,female,pescatarian,twice a day,electricity,private,never,131,very frequently,27,petrol,medium,9,2,2,3,Yes,0,1,0,1,0,1,0,0,0,216.74
underweight,female,omnivore,daily,coal,walk/bicycle,sometimes,227,rarely,3035,hybrid,small,4,10,9,2,No,0,1,1,1,1,1,0,0,1,2651.52
overweight,male,vegetarian,twice a day,wood,private,never,375,very frequently,3831,lpg,extra large,6,4,5,1,Sometimes,0,1,0,0,1,1,1,1,1,3307.71
normal,male,pescatarian,twice a day,coal,walk/bicycle,often,142,rarely,1937,lpg,medium,4,9,8,2,Sometimes,1,1,1,1,1,1,0,0,0,1762.13
normal,female,omnivore,more frequently,coal,public,sometimes,438,very frequently,2506,None,extra large,8,3,10,5,No,0,0,1,1,1,1,0,0,1,2323.82
underweight,male,omnivore,twice a day,coal,private,never,247,very frequently,984,electric,large,7,12,3,2,Yes,1,1,1,0,1,1,0,0,1,1015.6
obese,male,pescatarian,less frequently,electricity,private,sometimes,211,rarely,2820,None,large,4,6,2,3,Yes,0,1,0,0,1,0,1,0,1,2448.5
normal,female,vegetarian,less frequently,natural gas,private,sometimes,275,frequently,808,petrol,medium,5,2,0,12,No,0,0,1,1,0,0,0,1,1,879.98
obese,male,vegan,more frequently,natural gas,walk/bicycle,sometimes,242,rarely,3147,lpg,medium,6,10,2,5,No,0,1,1,0,1,0,1,1,1,2719.61
normal,male,omnivore,more frequently,coal,private,often,195,very frequently,1225,None,medium,6,2,6,7,Sometimes,0,1,0,0,1,0,0,1,0,1206.25
obese,male,vegetarian,less frequently,electricity,private,often,303,never,1224,None,medium,8,10,3,9,Sometimes,1,0,1,0,0,0,1,1,1,1246.03
overweight,female,pescatarian,more frequently,electricity,public,never,332,frequently,372,diesel,medium,2,5,10,12,Yes,0,1,0,0,1,0,1,1,1,590.08
obese,female,omnivore,twice a day,electricity,private,sometimes,59,frequently,3393,diesel,small,10,9,9,3,Sometimes,0,1,0,0,1,0,1,1,0,2979.92
overweight,male,omnivore,daily,natural gas,private,never,179,never,2376,None,medium,4,7,10,10,No,0,0,1,1,0,0,0,1,0,2125.4
overweight,male,omnivore,more frequently,electricity,private,often,494,rarely,3703,lpg,extra large,6,11,8,1,Sometimes,1,0,0,0,1,1,0,0,0,3295.55
obese,male,vegetarian,less frequently,coal,private,sometimes,423,very frequently,1202,electric,large,5,9,6,11,No,1,1,0,1,0,1,0,0,1,1268.03
overweight,male,omnivore,daily,natural gas,public,often,455,rarely,4239,hybrid,medium,3,4,2,12,Sometimes,1,0,1,1,1,0,0,1,0,3646.57
underweight,male,omnivore,twice a day,electricity,private,sometimes,443,very frequently,192,petrol,large,3,1,8,0,Yes,1,1,1,0,0,1,0,0,0,399.36
overweight,male,pescatarian,daily,coal,private,sometimes,364,never,4564,None,large,4,4,6,10,Sometimes,0,1,0,0,1,0,0,0,1,3886.21
normal,female,omnivore,less frequently,natural gas,public,sometimes,426,very frequently,1265,None,small,2,0,3,7,Sometimes,0,1,1,0,1,0,0,0,0,1249.02
obese,male,vegetarian,daily,electricity,walk/bicycle,never,140,very frequently,4672,None,extra large,4,8,4,11,No,1,1,0,1,0,1,1,0,0,3961.4
underweight,male,pescatarian,less frequently,wood,walk/bicycle,often,445,rarely,4528,hybrid,large,1,12,3,7,No,0,0,0,0,0,0,1,1,1,3895.64
obese,female,vegan,more frequently,coal,public,often,112,very frequently,2094,petrol,extra large,7,1,7,0,No,1,0,0,1,1,0,0,1,0,1866.6
normal,male,pescatarian,more frequently,wood,public,often,64,rarely,2343,lpg,extra large,0,12,2,10,Yes,1,1,0,1,1,1,1,0,1,1973.75
normal,male,omnivore,less frequently,natural gas,walk/bicycle,sometimes,291,rarely,303,None,medium,1,2,10,5,Yes,1,0,0,0,1,0,0,0,0,469.28
normal,male,vegan,more frequently,electricity,private,never,496,frequently,2463,electric,large,7,9,10,0,Sometimes,0,0,1,0,0,1,0,0,0,2304.75
overweight,male,pescatarian,twice a day,coal,walk/bicycle,never,242,never,3031,diesel,small,4,8,7,11,No,0,0,0,1,1,0,1,1,0,2655.53
overweight,female,omnivore,daily,coal,private,never,471,rarely,1830,None,medium,1,11,1,6,Sometimes,0,0,1,0,1,0,0,1,1,1704.76
obese,male,pescatarian,less frequently,coal,public,never,410,never,3744,None,extra large,6,5,3,9,No,1,1,1,1,1,0,1,1,1,3263.57
