Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,CarbonEmission,"['Grill', 'Airfryer']","['Microwave', 'Grill', 'Airfryer']",['Microwave'],"['Oven', 'Grill', 'Airfryer']","['Oven', 'Microwave', 'Grill', 'Airfryer']","['Oven', 'Microwave']",['Oven'],"['Stove', 'Grill', 'Airfryer']","['Stove', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Microwave']","['Stove', 'Oven', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave']","['Stove', 'Oven']",['Stove'],[]
normal,male,pescatarian,twice a day,wood,public,,sometimes,101,never,1978,medium,3,14,36,11,Yes,"['Paper', 'Plastic']",1459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,99,very frequently,92,extra large,2,8,29,18,No,['Glass'],2492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,male,omnivore,daily,coal,walk/bicycle,,often,50,frequently,82,large,1,10,23,16,No,"['Glass', 'Metal']",2411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,female,pescatarian,daily,coal,public,,never,71,very frequently,1851,large,7,15,0,20,Yes,"['Paper', 'Plastic', 'Glass']",2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,female,vegetarian,twice a day,wood,public,,sometimes,232,rarely,1224,extra large,3,7,26,9,Sometimes,"['Plastic', 'Metal']",1500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,247,never,8219,extra large,5,18,2,5,Sometimes,['Glass'],1708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,omnivore,less frequently,coal,public,,sometimes,222,never,1390,extra large,4,19,2,7,No,['Metal'],1717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,less frequently,wood,public,,sometimes,61,frequently,434,medium,1,23,41,14,No,"['Paper', 'Plastic']",2135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,male,vegan,less frequently,wood,private,hybrid,sometimes,137,never,7460,small,6,5,11,20,Sometimes,"['Paper', 'Plastic']",2042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,more frequently,wood,walk/bicycle,,never,157,rarely,15,small,1,20,50,18,Sometimes,"['Paper', 'Metal']",1221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,less frequently,natural gas,private,diesel,never,174,very frequently,4686,extra large,2,0,47,2,No,"['Paper', 'Plastic', 'Glass']",3473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,daily,electricity,walk/bicycle,,often,214,never,88,large,5,12,39,21,Sometimes,"['Plastic', 'Glass', 'Metal']",1378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,214,very frequently,40,extra large,2,21,43,2,Yes,"['Paper', 'Plastic', 'Metal']",2135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,wood,walk/bicycle,,never,66,never,56,small,6,11,49,20,No,"['Paper', 'Glass']",1464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,vegan,less frequently,coal,walk/bicycle,,sometimes,123,very frequently,14,extra large,6,22,2,22,Yes,"['Plastic', 'Metal']",2816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,male,vegan,less frequently,wood,public,,sometimes,105,very frequently,108,medium,1,17,19,11,No,"['Paper', 'Plastic']",2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,omnivore,less frequently,natural gas,private,electric,often,125,never,5168,small,3,1,40,17,No,"['Paper', 'Plastic']",1552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,male,vegan,more frequently,coal,private,petrol,never,280,frequently,672,small,3,24,34,18,No,"['Paper', 'Plastic', 'Metal']",2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,238,very frequently,94,extra large,3,17,21,22,Sometimes,['Metal'],3004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,female,vegetarian,daily,wood,private,petrol,sometimes,270,rarely,3114,large,3,14,5,10,Sometimes,['Paper'],2540,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
normal,female,vegetarian,twice a day,natural gas,private,lpg,never,80,rarely,7134,extra large,2,5,8,5,Yes,"['Paper', 'Plastic', 'Metal']",2424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,more frequently,coal,private,diesel,sometimes,276,rarely,8609,extra large,6,6,14,20,Yes,"['Paper', 'Plastic']",4000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,female,omnivore,less frequently,natural gas,public,,often,210,never,852,extra large,1,16,32,10,No,"['Paper', 'Metal']",1288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,male,vegetarian,less frequently,natural gas,public,,never,270,rarely,1673,medium,6,16,50,14,Yes,"['Paper', 'Glass', 'Metal']",2317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,coal,public,,often,152,very frequently,1564,large,7,9,17,15,Yes,"['Plastic', 'Glass', 'Metal']",2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,vegan,more frequently,wood,walk/bicycle,,often,247,rarely,74,small,7,3,17,22,Yes,['Glass'],1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,omnivore,daily,natural gas,private,petrol,sometimes,145,rarely,2885,small,4,3,33,21,Sometimes,"['Plastic', 'Glass']",2349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,male,vegan,twice a day,natural gas,private,petrol,never,260,rarely,8130,large,7,7,27,0,Sometimes,"['Plastic', 'Metal']",4536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,twice a day,wood,public,,often,283,very frequently,228,extra large,3,2,40,17,No,"['Plastic', 'Glass', 'Metal']",2987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,vegetarian,more frequently,wood,public,,sometimes,277,never,1162,medium,4,1,20,7,Sometimes,"['Paper', 'Metal']",1039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,less frequently,wood,public,,never,203,never,71,medium,2,10,24,12,No,"['Paper', 'Plastic', 'Glass']",1036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
obese,female,omnivore,twice a day,natural gas,private,diesel,never,213,frequently,6337,extra large,4,13,1,0,Sometimes,[],3620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,more frequently,natural gas,public,,never,135,rarely,1649,small,4,8,21,2,Sometimes,"['Paper', 'Plastic', 'Metal']",1009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,omnivore,daily,natural gas,private,diesel,often,96,very frequently,6159,small,2,6,5,19,Yes,"['Plastic', 'Glass', 'Metal']",2895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,162,never,9884,extra large,1,21,32,21,Yes,['Plastic'],4294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,233,frequently,4060,extra large,7,13,46,7,No,"['Glass', 'Metal']",3429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,natural gas,walk/bicycle,,sometimes,262,rarely,68,medium,7,11,13,9,Yes,"['Paper', 'Glass']",1334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,176,very frequently,5,large,7,13,34,16,No,['Glass'],3697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,twice a day,natural gas,public,,often,176,rarely,702,small,4,7,31,18,Sometimes,['Metal'],1494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,male,vegan,less frequently,coal,walk/bicycle,,sometimes,147,very frequently,2,extra large,4,1,14,17,No,"['Plastic', 'Metal']",2779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,female,omnivore,less frequently,coal,walk/bicycle,,often,83,rarely,42,small,1,7,0,1,No,"['Plastic', 'Glass', 'Metal']",993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,less frequently,coal,public,,never,205,never,274,extra large,5,20,32,0,Sometimes,['Plastic'],1944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,female,omnivore,less frequently,coal,public,,often,125,frequently,590,small,3,1,3,1,No,"['Plastic', 'Metal']",1474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,145,frequently,84,small,1,1,5,22,Yes,[],1880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,less frequently,coal,private,diesel,often,236,frequently,6908,large,3,15,8,17,Yes,[],3535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,wood,walk/bicycle,,often,101,rarely,52,medium,7,17,45,17,Sometimes,"['Paper', 'Plastic', 'Glass']",1644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,vegetarian,more frequently,natural gas,private,lpg,never,77,frequently,121,extra large,2,2,0,3,Sometimes,"['Paper', 'Glass', 'Metal']",1268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,natural gas,walk/bicycle,,never,241,rarely,30,small,7,19,14,19,Sometimes,"['Paper', 'Metal']",1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,male,vegan,twice a day,electricity,public,,never,124,rarely,1336,extra large,4,10,34,20,Yes,['Glass'],2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,82,never,89,large,4,5,49,10,Sometimes,['Glass'],1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,male,pescatarian,less frequently,natural gas,public,,never,262,never,1412,small,6,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,male,vegetarian,twice a day,electricity,walk/bicycle,,never,254,never,4,small,3,6,34,13,Sometimes,[],1485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,more frequently,coal,public,,sometimes,76,rarely,1924,medium,1,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,207,never,64,large,2,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']",682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,male,vegan,daily,natural gas,private,electric,often,234,never,8659,large,1,8,10,11,Yes,"['Paper', 'Metal']",926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,93,rarely,82,small,1,17,8,23,Yes,"['Paper', 'Glass']",1037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,female,vegan,less frequently,electricity,walk/bicycle,,often,76,very frequently,31,small,4,1,0,0,No,"['Paper', 'Glass']",1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,male,omnivore,more frequently,natural gas,private,electric,never,67,rarely,5230,medium,3,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']",914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,omnivore,twice a day,electricity,public,,never,101,frequently,450,extra large,4,22,35,20,No,"['Paper', 'Plastic']",1741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,more frequently,coal,public,,sometimes,73,very frequently,441,small,2,19,46,13,Yes,"['Plastic', 'Metal']",2742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,female,vegetarian,twice a day,wood,private,lpg,never,280,rarely,6160,large,2,1,8,19,No,"['Paper', 'Plastic', 'Metal']",2988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,vegan,twice a day,coal,walk/bicycle,,often,85,frequently,35,medium,4,20,34,4,Sometimes,"['Plastic', 'Glass']",2160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,256,frequently,57,large,6,5,44,24,Yes,['Glass'],3098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,daily,wood,walk/bicycle,,sometimes,193,very frequently,7,extra large,3,10,43,7,Sometimes,"['Paper', 'Plastic', 'Glass']",2764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,145,frequently,5469,medium,4,16,5,5,No,"['Paper', 'Plastic']",2335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,pescatarian,twice a day,wood,walk/bicycle,,sometimes,282,frequently,6,medium,3,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",1462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,male,omnivore,daily,coal,public,,sometimes,133,frequently,21,small,3,5,31,11,Sometimes,"['Paper', 'Glass', 'Metal']",2356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,daily,coal,public,,sometimes,232,rarely,1127,medium,1,19,45,16,No,"['Paper', 'Plastic', 'Glass']",1731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,daily,coal,walk/bicycle,,never,129,never,7,medium,2,22,25,18,No,"['Paper', 'Glass']",1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,vegetarian,more frequently,coal,private,electric,often,140,frequently,6028,extra large,3,11,12,19,No,['Metal'],1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,vegan,daily,wood,private,lpg,sometimes,155,rarely,1669,small,3,1,18,15,Sometimes,"['Paper', 'Glass']",1505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,pescatarian,less frequently,wood,public,,often,171,never,1972,small,6,11,0,4,Yes,"['Plastic', 'Metal']",1252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,female,omnivore,less frequently,electricity,public,,sometimes,274,never,684,medium,6,9,22,10,No,"['Plastic', 'Glass']",1360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,twice a day,coal,walk/bicycle,,sometimes,264,very frequently,13,large,4,15,42,20,Sometimes,"['Plastic', 'Glass']",3824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,male,vegan,daily,coal,private,lpg,often,98,very frequently,8061,small,7,14,18,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",4580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,vegan,twice a day,coal,private,lpg,often,252,never,2544,extra large,7,24,50,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",2833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,256,rarely,46,extra large,1,17,35,14,Yes,"['Paper', 'Glass', 'Metal']",1131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
normal,male,pescatarian,twice a day,electricity,public,,often,209,very frequently,62,small,1,24,18,9,No,[],2382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,male,vegan,less frequently,wood,private,electric,often,269,frequently,4447,extra large,4,12,43,7,Sometimes,['Plastic'],2649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,wood,private,diesel,often,113,rarely,4303,small,7,17,23,17,Yes,"['Paper', 'Plastic']",2706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,male,vegan,daily,electricity,private,lpg,sometimes,270,very frequently,3176,medium,5,24,16,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",3045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
underweight,male,pescatarian,more frequently,wood,private,diesel,never,72,rarely,7255,small,2,0,50,1,Sometimes,['Paper'],3134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegan,less frequently,wood,walk/bicycle,,sometimes,101,very frequently,62,extra large,7,2,19,11,No,['Paper'],3619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,omnivore,less frequently,wood,private,petrol,sometimes,196,very frequently,6254,small,6,21,45,20,Yes,"['Plastic', 'Glass', 'Metal']",5013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,twice a day,coal,walk/bicycle,,never,277,very frequently,93,medium,3,17,17,24,Yes,"['Paper', 'Glass']",2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,female,omnivore,twice a day,wood,walk/bicycle,,never,91,never,86,small,3,2,8,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,male,pescatarian,twice a day,wood,public,,never,97,rarely,357,extra large,7,4,39,23,Sometimes,"['Paper', 'Glass']",2409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,less frequently,wood,private,petrol,often,244,very frequently,8725,large,7,10,46,1,Sometimes,"['Plastic', 'Metal']",7159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,male,vegetarian,daily,natural gas,public,,never,108,very frequently,1753,medium,5,13,16,2,Yes,['Paper'],2670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,female,omnivore,daily,wood,walk/bicycle,,never,106,very frequently,45,large,1,19,44,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']",2321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,vegan,twice a day,coal,public,,never,103,rarely,292,small,5,14,25,11,Sometimes,['Paper'],1574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,vegetarian,less frequently,coal,public,,sometimes,220,very frequently,1739,medium,6,20,0,20,Yes,"['Paper', 'Plastic', 'Metal']",2471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,electricity,walk/bicycle,,never,287,frequently,2,small,6,14,27,23,No,['Paper'],2541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,female,omnivore,daily,wood,walk/bicycle,,sometimes,123,very frequently,38,medium,3,0,21,19,Yes,"['Paper', 'Plastic', 'Glass']",2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,less frequently,electricity,public,,never,259,rarely,970,large,1,18,31,15,No,"['Plastic', 'Metal']",1445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,twice a day,natural gas,private,lpg,sometimes,172,never,8616,extra large,7,12,2,16,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,pescatarian,twice a day,coal,public,,never,227,very frequently,635,small,3,4,42,11,Yes,"['Paper', 'Metal']",2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,omnivore,twice a day,coal,private,electric,sometimes,161,never,2914,medium,1,3,13,23,No,"['Paper', 'Glass', 'Metal']",1033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,,never,146,rarely,92,small,3,21,26,15,No,"['Plastic', 'Glass', 'Metal']",990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,vegan,twice a day,electricity,walk/bicycle,,often,151,never,67,large,6,13,6,7,Yes,"['Paper', 'Metal']",937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,daily,electricity,private,diesel,sometimes,244,frequently,6972,medium,5,3,23,23,No,"['Plastic', 'Metal']",3483,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,pescatarian,twice a day,natural gas,private,petrol,never,193,very frequently,9812,large,3,5,31,17,No,"['Paper', 'Plastic', 'Metal']",6515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,omnivore,less frequently,wood,public,,sometimes,255,very frequently,1057,small,7,8,27,18,No,"['Paper', 'Plastic', 'Metal']",2929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,male,pescatarian,daily,wood,private,lpg,often,125,rarely,3295,large,1,11,34,11,No,"['Plastic', 'Glass']",2377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,omnivore,more frequently,coal,walk/bicycle,,sometimes,52,frequently,97,small,1,7,9,10,No,"['Paper', 'Plastic', 'Metal']",1252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,omnivore,twice a day,wood,private,electric,never,252,rarely,9705,extra large,6,9,8,23,No,[],1874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,less frequently,natural gas,private,diesel,sometimes,69,rarely,3105,small,6,8,38,2,Sometimes,"['Paper', 'Glass', 'Metal']",1579,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,139,never,6,extra large,1,23,2,11,Sometimes,"['Paper', 'Glass']",974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,242,very frequently,34,small,2,15,42,8,Yes,"['Paper', 'Metal']",2607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,twice a day,natural gas,public,,often,224,frequently,1328,large,2,24,28,22,No,"['Paper', 'Metal']",2054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,male,omnivore,less frequently,coal,public,,often,242,never,779,small,7,7,16,12,Sometimes,['Metal'],1662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,daily,natural gas,public,,never,193,rarely,913,extra large,4,5,29,1,Yes,['Paper'],1463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,more frequently,wood,private,electric,never,79,rarely,5464,small,1,19,45,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']",1143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,daily,wood,private,diesel,never,222,never,3912,medium,6,7,41,20,Sometimes,[],2790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,271,rarely,89,extra large,7,5,46,20,Sometimes,"['Paper', 'Metal']",2629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,omnivore,daily,wood,private,hybrid,never,193,frequently,4359,medium,5,15,9,5,No,"['Paper', 'Glass']",2338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,daily,coal,private,diesel,never,156,rarely,7873,large,7,21,44,6,No,"['Paper', 'Plastic']",3984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,natural gas,public,,never,168,rarely,374,small,2,20,34,3,Sometimes,"['Paper', 'Glass', 'Metal']",1253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
obese,female,vegetarian,less frequently,natural gas,public,,sometimes,175,rarely,1218,medium,1,10,17,19,No,['Glass'],1480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,female,omnivore,less frequently,natural gas,walk/bicycle,,often,212,rarely,1,medium,1,4,38,9,No,"['Paper', 'Plastic']",1556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,daily,natural gas,public,,never,101,never,638,medium,7,8,36,1,Yes,[],1847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,twice a day,natural gas,private,hybrid,sometimes,296,rarely,8641,medium,4,19,3,20,Sometimes,"['Plastic', 'Glass']",2778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,male,omnivore,more frequently,coal,walk/bicycle,,never,66,never,46,small,5,14,50,14,No,['Plastic'],1828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,less frequently,wood,private,hybrid,never,210,rarely,2871,large,1,15,35,0,Yes,['Paper'],1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,female,omnivore,daily,coal,public,,sometimes,189,very frequently,978,extra large,1,15,46,24,Yes,"['Paper', 'Plastic', 'Glass']",3503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,omnivore,twice a day,natural gas,public,,often,225,very frequently,1585,medium,1,12,36,1,No,"['Glass', 'Metal']",2540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,more frequently,wood,walk/bicycle,,sometimes,139,never,92,extra large,2,11,21,1,Sometimes,"['Plastic', 'Glass', 'Metal']",838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,vegetarian,less frequently,coal,private,lpg,often,217,very frequently,4197,medium,4,17,28,8,No,"['Plastic', 'Glass', 'Metal']",3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,female,vegan,more frequently,electricity,public,,often,275,frequently,199,medium,4,15,2,16,No,"['Plastic', 'Glass', 'Metal']",1237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,more frequently,coal,public,,never,81,frequently,732,medium,4,1,6,1,Sometimes,"['Paper', 'Metal']",1406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegan,daily,natural gas,public,,never,270,frequently,584,medium,6,5,4,15,Sometimes,['Plastic'],1812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,daily,natural gas,public,,sometimes,219,very frequently,476,large,4,17,26,10,Sometimes,"['Paper', 'Plastic', 'Glass']",2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,female,omnivore,twice a day,electricity,public,,never,207,very frequently,1507,extra large,4,24,2,15,Sometimes,"['Glass', 'Metal']",2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,vegetarian,twice a day,wood,private,electric,never,131,rarely,6915,small,5,0,28,5,Sometimes,"['Paper', 'Glass']",1203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegan,less frequently,coal,public,,sometimes,56,rarely,133,large,4,11,8,5,No,"['Paper', 'Plastic', 'Glass']",1167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
